"titles";"years";"odometer";"vehicle_type";"engine";"gearbox";"prices"
"ToyotaCamry240G2006";"2006";37294;" Sedan";" 2400cc petrol engine";" automatic";10285
"ToyotaAxioCorollaGwithReversingCam,...2007";"2007";38712;" Sedan";" 1500cc petrol engine";" automatic";8495
"ToyotaRAV42.4GSPEC,2WDLowKM2006";"2006";52392;" RV/SUV";" 2400cc petrol engine";" automatic";14898
"ToyotaAvensisWagonPriceReduced!2006";"2006";132500;" Station Wagon";" 1998cc petrol engine";" automatic";6999
"ToyotaHiaceZlTd2016";"2016";NA;" 2982cc diesel engine";" manual";NA;42000
"ToyotaEstimaAERASG4WD7SEAT2004";"2004";128307;" Van";" 2400cc petrol engine";" automatic";10890
"ToyotaYarisYrAutoNZNEW2013";"2013";145386;" Hatchback";" 1298cc petrol engine";" automatic";8990
"ToyotaHiace1YrN/WideWarranty2009";"2009";100161;" Van";" 1998cc petrol engine";" automatic";19970
"ToyotaIstSportMagsBODYKIT1500CC2005";"2005";71700;" Hatchback";" 1500cc petrol engine";" automatic";6450
"ToyotaWish85KLowkmVERYTIDYCONDITION2005";"2005";85890;" Station Wagon";" 1990cc petrol engine";" automatic";6390
"ToyotaCamryGL2.5Auto2012";"2012";70000;" Sedan";" 2494cc petrol engine";" automatic";18990
"ToyotaIpsum240s4WD*7seats*2006";"2006";134500;" Van";" 2400cc petrol engine";" automatic";8450
"ToyotaHiaceREGIUS3.0DIESELTURBOLWB2013";"2013";116269;" Van";" 3000cc diesel engine";" automatic";27890
"ToyotaCorollaGX1.8LHATCH2014";"2014";52173;" Hatchback";" 1798cc petrol engine";" automatic";21990
"ToyotaWish1800CCGREATCONDITIONALLBLA...2005";"2005";73000;" Station Wagon";" 1800cc petrol engine";" automatic";6995
"ToyotaWish-from$32.29weekly-Napier...2005";"2005";123406;" Station Wagon";" 1800cc petrol engine";" automatic";5479
"ToyotaHarrier350GV6280hpREV.CAM2007";"2007";112866;" RV/SUV";" 3500cc petrol engine";" automatic";15470
"ToyotaAlphardAS4WD*8seats*2006";"2006";143000;" Van";" 2400cc petrol engine";" automatic";12950
"ToyotaAuris180GSPackage2010";"2010";52896;" Hatchback";" 1800cc petrol engine";" automatic";14980
"ToyotaLandCruiserBJ701987";"1987";288931;" RV/SUV";" 3400cc diesel engine";" manual";8500
"ToyotaCorollaGX1.82008";"2008";104237;" Hatchback";" 1800cc petrol engine";" automatic";11999
"ToyotaHiaceREGIUSACELONGDX2012";"2012";50008;" Van";" 2000cc petrol engine";" automatic";24890
"ToyotaLandCruiserPradoTZG4.0V6SUNR...2006";"2006";74127;" RV/SUV";" 4000cc petrol engine";" automatic";29980
"ToyotaRAV42.44WDLTD9.95%p.a*Finance...2011";"2011";81505;" RV/SUV";" 2362cc petrol engine";" automatic";21995
"ToyotaHighlanderGX3.5PAWD9.95%p.a*F...2015";"2015";39501;" RV/SUV";" 3456cc petrol engine";" automatic";47995
"ToyotaHighlanderGX3.5P4WD9.95%p.a*F...2015";"2015";54995;" RV/SUV";" 3456cc petrol engine";" automatic";45995
"ToyotaRAV4Gx2.5PSuv6A9.95%p.a*Fina...2014";"2014";110678;" RV/SUV";" 2494cc petrol engine";" automatic";23995
"ToyotaLandCruiser4.5TDVX9.95%p.a*Fi...2007";"2007";168900;" RV/SUV";" 4461cc diesel engine";" automatic";64995
"ToyotaHiaceZlTd3.0Dt/4At2016";"2016";NA;" 2982cc diesel engine";" automatic";NA;46990
"ToyotaCorolla1.8LWAGON2005";"2005";73361;" Station Wagon";" 1794cc petrol engine";" automatic";12990
"ToyotaHiace2.8DieselAutoAircon1998";"1998";301000;" Van";" 2776cc diesel engine";" automatic";5995
"ToyotaVanguard2.4L4WD7SEATERTOPSPECS2011";"2011";68049;" RV/SUV";" 2400cc petrol engine";" automatic";27980
"ToyotaMark-X250G2005";"2005";40050;" Sedan";" 2500cc petrol engine";" automatic";9990
"ToyotaBlade9AIRBAGSLOW75KMSPECIAL!2007";"2007";75800;" Hatchback";" 2400cc petrol engine";" automatic";10840
"ToyotaRAV4LimitedAWD2.5PPetrolSUV/5...2016";"2016";16497;" Station Wagon";" 2494cc petrol engine";" automatic";45990
"ToyotaVitz1.3LFHATCH2006";"2006";53039;" Hatchback";" 1329cc petrol engine";" automatic";10990
"ToyotaAllionA18SPackage2004";"2004";32000;" Sedan";" 1800cc petrol engine";" automatic";7495
"ToyotaRAV45A2010";"2010";39000;" RV/SUV";" 2362cc petrol engine";" automatic";21950
"ToyotaHighlanderGXLAWD3.5PV6SUV/76A...2016";"2016";5987;" RV/SUV";" 3456cc petrol engine";" automatic";58133
"ToyotaIst1500CCLOW80KMSPECIAL!2005";"2005";80000;" Hatchback";" 1500cc petrol engine";" automatic";7480
"ToyotaEstima8SeaterFamilyVan2005";"2005";91000;" Station Wagon";" 2400cc petrol engine";" automatic";7700
"ToyotaHiluxSR54WDDoubleCab2013";"2013";48500;" Ute";" 2982cc diesel engine";" automatic";41990
"ToyotaRactis1500CCSPORTSALLBLACKSPEC...2007";"2007";61600;" Hatchback";" 1500cc petrol engine";" automatic";7500
"ToyotaRaum1500CCPOWERDOORGREATCONDIT...2004";"2004";73870;" Hatchback";" 1500cc petrol engine";" automatic";5200
"ToyotaMark-X250GGREATCONDITIONSPECIAL...2005";"2005";78870;" Sedan";" 2500cc petrol engine";" tiptronic";7500
"ToyotaMark-X250GGREATCONDITIONWITHLO...2005";"2005";58400;" Sedan";" 2500cc petrol engine";" automatic";8500
"ToyotaFielder1500CCFACELIFTMODELGREAT...2004";"2004";27363;" Station Wagon";" 1500cc petrol engine";" automatic";7200
"ToyotaCorolla1.5LSPORTSWITHBLACKINTE...2004";"2004";77200;" Hatchback";" 1500cc petrol engine";" automatic";7200
"ToyotaFielder1800CCFACELIFTBLACKINTER...2005";"2005";86150;" Station Wagon";" 1800cc petrol engine";" automatic";7500
"ToyotaCorolla1500CCWITHREVERSINGCAMER...2004";"2004";74400;" Hatchback";" 1500cc petrol engine";" automatic";6800
"ToyotaAxioCorollaX1.52007";"2007";57244;" Sedan";" 1500cc petrol engine";" automatic";8249
"ToyotaPassoSette1.5LNewShape7Seaters2009";"2009";45000;" Hatchback";" 1500cc petrol engine";" tiptronic";10250
"ToyotaIst1.3FFacelift2006";"2006";76020;" Hatchback";" 1300cc petrol engine";" automatic";6495
"ToyotaHiaceZL11SEATER(NZNEW)2012";"2012";100363;" Van";" 2700cc petrol engine";" manual";31950
"ToyotaCaldinaGt-T1997";"1997";128000;" Station Wagon";" 1990cc petrol engine";" manual";6999
"ToyotaLandCruiserPrado2.7TDVXNZNew2015";"2015";23500;" RV/SUV";" 2800cc diesel engine";" automatic";67990
"ToyotaIsisLowKmNoDepositFinance2005";"2005";82600;" Station Wagon";" 1990cc petrol engine";" automatic";5890
"ToyotaVitzHatchback2005";"2005";78800;" Hatchback";" 1296cc petrol engine";" automatic";5700
"ToyotaRAV42000";"2000";124000;" RV/SUV";" 1998cc petrol engine";" automatic";6980
"ToyotaMark-X'250G'2005";"2005";84467;" Sedan";" 2499cc petrol engine";" automatic";7970
"ToyotaRAV42000";"2000";92000;" RV/SUV";" 1794cc petrol engine";" automatic";6500
"ToyotaHiaceZl1993";"1993";404000;" Van";" 2438cc petrol engine";" manual";6000
"ToyotaIst1.3F2004";"2004";65241;" Hatchback";" 1298cc petrol engine";" automatic";5770
"ToyotaHiluxSurf2.7SSR-XWideBody1996";"1996";131500;" RV/SUV";" 2700cc petrol engine";" automatic";12950
"ToyotaAllionA182005";"2005";104450;" Sedan";" 1800cc petrol engine";" automatic";6995
"ToyotaPriusLOW42KMSPEARLWHITESPECIAL!2009";"2009";42500;" Hatchback";" 1500cc petrol engine";" automatic";11480
"ToyotaIpsum240s*7seats*LowKMs2004";"2004";65500;" Van";" 2400cc petrol engine";" automatic";9450
"ToyotaPriusS1.8LHYBRIDNEWSHAPE2011";"2011";115945;" Hatchback";" 1800cc hybrid engine";" automatic";12980
"ToyotaCorolla1.8GXAuto2013";"2013";40088;" Hatchback";" 1798cc petrol engine";" automatic";20990
"ToyotaHilux3.0TURBODIESEL##2WD##ST...2010";"2010";136867;" Ute";" 2982cc diesel engine";" manual";27990
"ToyotaRAV42.5GXL4WD2013";"2013";68200;" RV/SUV";" 2494cc petrol engine";" automatic";30990
"ToyotaWishSport2004";"2004";151313;" RV/SUV";" 1794cc petrol engine";" automatic";6990
"ToyotaBlade$15,999WITHOFFER$13,9992009";"2009";61814;" Hatchback";" 2400cc petrol engine";" tiptronic";15999
"ToyotaHiluxSurfwidebody1993";"1993";73220;" RV/SUV";" 3000cc petrol engine";" automatic";13995
"ToyotaAllion1.5L**PushStart&NewShape**2007";"2007";75000;" Sedan";" 1500cc petrol engine";" automatic";9450
"ToyotaSurf1995";"1995";180200;" RV/SUV";" 3000cc diesel engine";" automatic";12995
"ToyotaMarkX2.5LFPACKAGESEDAN2005";"2005";64217;" Sedan";" 2499cc petrol engine";" automatic";11118
"ToyotaCorolla1.8GXAuto2013";"2013";34777;" Hatchback";" 1798cc petrol engine";" automatic";20990
"ToyotaPreviaTaragoGli9.95%p.a*Financ...2007";"2007";134670;" Van";" 2362cc petrol engine";" automatic";12995
"ToyotaLandCruiserPradoGX3.0TD9.95%...2015";"2015";44125;" RV/SUV";" 2982cc diesel engine";" automatic";54995
"ToyotaYarisGX1.3P4AT9.95%p.a*Financ...2015";"2015";24461;" Hatchback";" 1299cc petrol engine";" automatic";17995
"ToyotaHighlanderGx3.5PAWD9.95%p.a*F...2015";"2015";33635;" RV/SUV";" 3456cc petrol engine";" automatic";45995
"ToyotaIpsumREARREVERSCAMERA2006";"2006";108000;" Station Wagon";" 2362cc petrol engine";" automatic";7999
"ToyotaLandCruiserTdVxLimited2000";"2000";406637;" RV/SUV";" 4164cc diesel engine";" automatic";26500
"ToyotaCamryAltise2.4VVTINZNEW2003";"2003";200000;" Sedan";" 2362cc petrol engine";" automatic";3299
"ToyotaAuris1.8SPACKAGEHATCH2007";"2007";47195;" Hatchback";" 1798cc petrol engine";" automatic";13355
"ToyotaLandCruiser4.2TurboDieselVXLi...1991";"1991";155400;" RV/SUV";" 4200cc diesel engine";" automatic";19450
"ToyotaHiace3.0TDSuperCustom7seats1993";"1993";91000;" Van";" 3000cc petrol engine";" automatic";11950
"ToyotaCrownMajestaC*BlackLeather*2005";"2005";142500;" Sedan";" 4300cc petrol engine";" automatic";12450
"ToyotaEstima2.4Aeras4WDPremium2004";"2004";153500;" Van";" 2400cc petrol engine";" automatic";8950
"ToyotaAllex/CorollaRunx2005";"2005";81695;" Hatchback";" 1500cc";" automatic";7995
"ToyotaVellfire350ZVLEXECUTIVEPILOTSEATS2015";"2015";8500;" Van";" 3500cc petrol engine";" tiptronic";69990
"ToyotaAllionRevercecamra,Mags,Parking...2006";"2006";54665;" Sedan";" 1800cc petrol engine";" automatic";7550
"ToyotaMark-XAAAPPRAISEDHIGHSPECALLOYS2006";"2006";97000;" Sedan";" 2500cc";" automatic";7999
"ToyotaYaris1.3GXAuto2015";"2015";48000;" Hatchback";" 1299cc petrol engine";" automatic";16490
"ToyotaCorollaGLXFWD1.8PSEDAN2016";"2016";2168;" Sedan";" 1798cc petrol engine";" automatic";30990
"ToyotaWish**GetFinanceat8.75%**2005";"2005";89000;" Station Wagon";" 1800cc petrol engine";" automatic";6700
"ToyotaHiace3.0TDSuperCustom8seats1993";"1993";119000;" Van";" 3000cc diesel engine";" automatic";11950
"ToyotaPrius2011";"2011";68000;" Hatchback";" 1500cc hybrid engine";" automatic";11500
"ToyotaYarisGXFWD1.3PHATCH/54AT(YHPG...2015";"2015";22897;" Hatchback";" 1298cc petrol engine";" automatic";17995
"ToyotaCorollaGX2009";"2009";209480;" Sedan";" 1800cc petrol engine";" automatic";6250
"ToyotaVellfire350ZV6PREMIUMLEATHERED...2015";"2015";NA;" 3500cc petrol engine";" tiptronic";NA;72800
"ToyotaCorollaGL1800VVTiNZNEW5SPDM...2003";"2003";198000;" Station Wagon";" 1794cc petrol engine";" manual";4700
"ToyotaPasso1300cc2008";"2008";56531;" Hatchback";" 1300cc";" automatic";7295
"ToyotaHiace3.0DTZL5M3Seat2010";"2010";120130;" Van";" 2982cc diesel engine";" manual";27999
"ToyotaHighlanderLimitedAWDNZNew2011";"2011";143400;" RV/SUV";" 3456cc petrol engine";" automatic";27999
"ToyotaHighlanderLtd*Financemeat9.95%2012";"2012";89974;" Station Wagon";" 3456cc petrol engine";" tiptronic";32990
"ToyotaLandCruiser200VXLIMITED4.5TDS...2013";"2013";87696;" Station Wagon";" 4461cc diesel engine";" automatic";97995
"ToyotaCorollaAURIS150XSPKGR.CAMERAB...2007";"2007";38905;" Hatchback";" 1500cc petrol engine";" automatic";10980
"ToyotaWish1.87SeaterStationWagonCam...2004";"2004";103932;" Station Wagon";" 1800cc petrol engine";" automatic";5995
"ToyotaAuris1.8sport2009";"2009";84200;" Hatchback";" 1800cc petrol engine";" automatic";10750
"ToyotaCorollaHybridFWD1.8PElectricHa...2016";"2016";3644;" Hatchback";" 1798cc petrol engine";" automatic";33990
"ToyotaAvensisWagon2007";"2007";138802;" Station Wagon";" 2362cc petrol engine";" automatic";8000
"ToyotaCorollaGXFWD1.8PHATCH2014";"2014";6250;" Hatchback";" 1798cc petrol engine";" automatic";23990
"ToyotaIstFLEditionHIDSelection2004";"2004";56867;" Hatchback";" 1300cc petrol engine";" automatic";5750
"ToyotaCorolla1.8GXAuto2013";"2013";31697;" Hatchback";" 1798cc petrol engine";" automatic";20990
"ToyotaRAV42.4L4WDAeroBodykits2006";"2006";84000;" RV/SUV";" 2400cc petrol engine";" tiptronic";16500
"ToyotaWish1.8XHIDSELECTION2010";"2010";67822;" Station Wagon";" 1800cc petrol engine";" automatic";13970
"ToyotaRAV4LOW57KMGRADE4.52007";"2007";57123;" RV/SUV";" 2400cc petrol engine";" automatic";15480
"ToyotaAlphard2.44WDASPremium8seats2004";"2004";117500;" Van";" 2400cc petrol engine";" automatic";12950
"ToyotaAlphard2.44WDASPremium8seats2004";"2004";127500;" Van";" 2400cc petrol engine";" automatic";12450
"ToyotaCorolla2006FIELDERGNEWSHAPEO...2006";"2006";23712;" Station Wagon";" 1500cc petrol engine";" automatic";10979
"ToyotaRushGSPECSEXCELLENTCOND.2006";"2006";62945;" RV/SUV";" 1500cc petrol engine";" automatic";11980
"ToyotaCorollaFielder2000";"2000";155090;" Station Wagon";" 1800cc petrol engine";" automatic";4990
"ToyotaCorolla-from$41.27weekly-Chri...2006";"2006";66981;" Hatchback";" 1500cc petrol engine";" automatic";7479
"ToyotaEstima-from$43.51weekly-Botan...2007";"2007";139348;" Van";" 2400cc petrol engine";" automatic";7979
"ToyotaLandCruiserPrado2000";"2000";293200;" Station Wagon";" 2982cc diesel engine";" automatic";12000
"ToyotaHiluxSr5TdDc2013";"2013";87773;" Ute";" 2982cc diesel engine";" automatic";39500
"ToyotaCorollaFIELDERS1.82007";"2007";62900;" Hatchback";" 1800cc";" automatic";10895
"ToyotaHiace6SeatPetrolAuto2010";"2010";205540;" Van";" 2000cc petrol engine";" automatic";15490
"ToyotaHiluxDoubleCab2wd2010";"2010";231615;" Ute";" 3000cc diesel engine";" manual";19990
"ToyotaCorolla1.8HYBRIDLIKENEW2016";"2016";5382;" Hatchback";" 1798cc";" automatic";31490
"ToyotaCorolla1.8GLXHATCHBACK2015";"2015";30533;" Hatchback";" 1798cc petrol engine";" automatic";25990
"ToyotaYaris1.3GXHATCHBACK2015";"2015";26651;" Hatchback";" 1299cc petrol engine";" automatic";17990
"ToyotaHighlander3.5GX4WD2014";"2014";75300;" RV/SUV";" 3456cc petrol engine";" automatic";40990
"ToyotaHighlander4WD3.5LV6NZNEW7SEATS2013";"2013";80296;" RV/SUV";" 3456cc petrol engine";" automatic";33995
"ToyotaHiace5SPEEDMANUALPetrol2011";"2011";59434;" Van";" 2000cc petrol engine";" manual";22990
"ToyotaIsisWelcab2006";"2006";NA;" 1990cc petrol engine";" automatic";NA;13995
"ToyotaCorollaGLXSedan2014";"2014";54000;" Sedan";" 1798cc petrol engine";" automatic";24990
"ToyotaRunx0DepositFinance$39pw2004";"2004";77480;" Sedan";" 1800cc petrol engine";" automatic";6600
"ToyotaFunCargo0DepositFinance$30pw2004";"2004";51312;" Hatchback";" 1300cc petrol engine";" automatic";5799
"ToyotaCorollaGX1.5LWagon2012";"2012";114686;" Station Wagon";" 1497cc petrol engine";" automatic";13990
"ToyotaMark-X250G2005";"2005";64065;" Sedan";" petrol engine";" automatic";8290
"ToyotaAxioCorollaX1.52007";"2007";53825;" Sedan";" 1500cc petrol engine";" automatic";7940
"ToyotaRAV45DOORSUV2000";"2000";83977;" RV/SUV";" 1800cc petrol engine";" automatic";10990
"ToyotaVanguardG4WD3.5V67STR22'MAGS2007";"2007";107530;" RV/SUV";" 3500cc petrol engine";" automatic";18980
"ToyotaHiluxRN461982";"1982";300000;" Ute";" 3800cc petrol engine";" automatic";8000
"ToyotaCorollaFielderAero2008";"2008";118000;" Station Wagon";" 1800cc petrol engine";" automatic";10985
"ToyotaAltezzaRsz1998";"1998";171500;" Sedan";" 1990cc petrol engine";" manual";7000
"ToyotaAvensisWagon2.0Alloys2004";"2004";115000;" Station Wagon";" 2000cc petrol engine";" automatic";7494
"ToyotaHiaceREGIUS3.0DIESELTURBOLWB2013";"2013";121745;" Van";" 3000cc diesel engine";" automatic";27890
"ToyotaMark-from$79.45weekly-Botany...2010";"2010";73718;" Sedan";" 2500cc petrol engine";" automatic";15979
"ToyotaAuris**LowKms**2007";"2007";60320;" Hatchback";" 1500cc petrol engine";" automatic";9990
"ToyotaAlphard350G2008";"2008";106985;" Van";" 3500cc petrol engine";" automatic";28988
"ToyotaHighlander3.5LIMITED4WD2014";"2014";37354;" RV/SUV";" 3456cc petrol engine";" automatic";55990
"ToyotaLandCruiserPradoVX3.0TD2015";"2015";45605;" RV/SUV";" 2982cc diesel engine";" automatic";64995
"ToyotaCorolla1.8HatchAuto2013";"2013";46759;" Hatchback";" 1798cc petrol engine";" automatic";18995
"ToyotaHilux3.0TD4WDDOUBLECAB2014";"2014";30661;" RV/SUV";" 2982cc diesel engine";" automatic";40990
"ToyotaNoahVOXYXLTDED.8SEATER2005";"2005";110000;" Van";" 2000cc petrol engine";" automatic";7490
"ToyotaCorolla1.8GXAuto2013";"2013";34542;" Hatchback";" 1798cc petrol engine";" automatic";20990
"ToyotaLandCruiserPradoTZV64.02010";"2010";11358;" RV/SUV";" 3950cc petrol engine";" automatic";58900
"ToyotaHiluxSR44WD3.0TD2013";"2013";64221;" Ute";" 2982cc diesel engine";" manual";39995
"ToyotaRaum1500CCPOWERDOORGREATCONDIT...2004";"2004";69600;" Hatchback";" 1500cc petrol engine";" automatic";5200
"ToyotaAuris150XSPACKAGE**AmazingXmas...2006";"2006";91000;" Hatchback";" 1500cc petrol engine";" automatic";9995
"ToyotaYarisZr1.5P/4At/Ha/5Dr/52016";"2016";2010;" Hatchback";" 1497cc petrol engine";" automatic";24990
"ToyotaHiluxLOWEREDON20STINTED2011";"2011";113000;" Ute";" 3000cc diesel engine";" manual";29995
"ToyotaVitz2011ONLY29KMS!*OWNMEFOR*5...2011";"2011";29557;" Hatchback";" 1300cc petrol engine";" automatic";11979
"ToyotaCamry2.5GL2013";"2013";67375;" Sedan";" 2494cc petrol engine";" automatic";18490
"ToyotaYaris1.3GXAutoHatch2015";"2015";50803;" Hatchback";" 1299cc petrol engine";" automatic";16490
"ToyotaFielder1800CCSPORTSMODELALLBLA...2004";"2004";50300;" Station Wagon";" 1800cc petrol engine";" automatic";7800
"ToyotaHilux2WDDOUBLECAB2005";"2005";241931;" Ute";" 3000cc diesel engine";" manual";16990
"ToyotaCorolla1.8GXAutoHatch2014";"2014";40278;" Hatchback";" 1798cc petrol engine";" tiptronic";21990
"ToyotaCorolla1.8GXAutoHatch2015";"2015";30025;" Hatchback";" 1798cc petrol engine";" tiptronic";23990
"ToyotaHiaceVan4Wd2004";"2004";211576;" Van";" 2985cc diesel engine";" manual";12500
"ToyotaIst5DoorAuto2005";"2005";74753;" Hatchback";" 1290cc petrol engine";" automatic";6990
"ToyotaIpsum240I2005";"2005";145237;" RV/SUV";" 2362cc petrol engine";" automatic";5990
"ToyotaHiaceTinted2007";"2007";131000;" Van";" 2000cc petrol engine";" automatic";14900
"ToyotaEstimaAerasPremium2005";"2005";69183;" Van";" 2400cc";" automatic";11495
"ToyotaAlphardASPREMIUM**AmazingXmasSp...2005";"2005";118000;" Van";" 2400cc petrol engine";" automatic";10995
"ToyotaCamry2.5HybridEcvt2013";"2013";100500;" Sedan";" 2494cc";" automatic";23490
"ToyotaFielderCOROLLA1800CCSPECIAL!!!2007";"2007";118500;" Station Wagon";" 1800cc";" automatic";8840
"ToyotaHiaceDIESEL5DOORSPECIAL!!!2011";"2011";170500;" Van";" 3000cc diesel engine";" automatic";21840
"ToyotaCorollaGX1.8LHatch2015";"2015";36740;" Hatchback";" 1798cc petrol engine";" manual";18990
"ToyotaAvensis1YrN/WideWarranty2005";"2005";96206;" Station Wagon";" 1990cc petrol engine";" automatic";9970
"ToyotaHiace5speedmanual2006";"2006";72379;" Van";" 2000cc petrol engine";" manual";19690
"ToyotaCaldinaGT-Four2004";"2004";93927;" Station Wagon";" 2000cc petrol engine";" tiptronic";13990
"ToyotaPriusHYBRIDALPHAWAGON8.99%FINANCE2015";"2015";NA;" 1800cc hybrid engine";" automatic";NA;46990
"ToyotaPriusLOW67KMPEARLSPECIAL!!!2010";"2010";67500;" Hatchback";" 1500cc petrol engine";" automatic";11840
"ToyotaBelta2006";"2006";92739;" Sedan";" 1300cc petrol engine";" automatic";5490
"ToyotaHiaceDX5SP.MANUALLWBJUST14KS2013";"2013";14447;" Van";" 2000cc petrol engine";" manual";28980
"ToyotaHiace3.0TDMinibus2015";"2015";8600;" Van";" 2982cc diesel engine";" manual";46990
"ToyotaHiaceREGIUSLWB5DOORVAN2012";"2012";91066;" Van";" 2000cc petrol engine";" automatic";21980
"ToyotaLandCruiserVX4.7V84WD2000";"2000";176000;" RV/SUV";" 4700cc petrol engine";" automatic";19990
"ToyotaHiacewagonDX4WD10Seater2011";"2011";65000;" Van";" 2700cc petrol engine";" automatic";34500
"ToyotaSurfFACELIFTSSR-XINTERCOOLEDTU...2000";"2000";203787;" RV/SUV";" 3000cc diesel engine";" automatic";21990
"ToyotaAuris**OnSale**2007";"2007";82966;" Hatchback";" 1500cc petrol engine";" automatic";8800
"ToyotaPrius1.8LHybridFacelift2009";"2009";72380;" Hatchback";" 1800cc petrol engine";" automatic";14490
"ToyotaAllionPremium1.8L2005";"2005";78000;" Sedan";" 1800cc petrol engine";" automatic";8500
"ToyotaVanguard350SGPACK4WDCRUISECNTRL2008";"2008";93220;" RV/SUV";" 3500cc petrol engine";" automatic";20980
"ToyotaAllion4DA182004";"2004";63500;" Sedan";" 1800cc petrol engine";" automatic";7650
"ToyotaLandCruiserPradoTZG4.0V68SE...2006";"2006";58587;" RV/SUV";" 4000cc petrol engine";" automatic";30980
"ToyotaCorolla1.8SWAGON2007";"2007";76468;" Station Wagon";" 1798cc petrol engine";" automatic";12122
"ToyotaEstimaAeras2000";"2000";192500;" Van";" 2400cc petrol engine";" automatic";5995
